S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT
9538,Supplier#000009538,Ayts8hIvhFOuCtoGe5G9tbcFg,10,20-950-276-6612,2144.19,"nusual, special requests after the quickly daring theodolites should "
9539,Supplier#000009539,VuAZtzbmAuNfMzxJh pT9PB,21,31-611-397-9677,-639.76,unusual pinto beans. furiously regular dependencies are 
9540,Supplier#000009540,iIq4Ut0C1SZEAF7,3,13-735-588-3785,3440.37,ckages sleep. regular requests haggle slyly sometimes unusual accounts. doggedly even ideas impress 
9541,Supplier#000009541,H3LJDN led0rF3L0UlU,19,29-222-311-4609,4296.28,"careful, final deposits nod slyly along t"
9542,Supplier#000009542,I 6RF2VfTAlFdpmsrA,22,32-300-861-4282,1647.23,ar packages nag slyly. furiously pending accounts sleep along the ironic deposits. regularly pen
9543,Supplier#000009543,VYKinyOBNXRr Hdqn8kOxfTw,20,30-785-782-6088,7023.47,sts. furiously pending packages sleep slyly even requests. final excuses print deposits. final pac
9544,Supplier#000009544,cxrdj8S QG,17,27-239-678-8265,541.66,"unts detect. regular, silent requests at the furiously regular instructions cajole bli"
9545,Supplier#000009545,8uE8ivAy2tT u867PxlsOdTypcYIomX4ucQqi,23,33-727-629-8262,4535.21,sits use ironically alongside of the slyly express packages. warhorses detec
9546,Supplier#000009546,2eylkElhdzW694N4gROtj4OGq2dHKzY,13,23-909-997-5890,2338.83,fully slyly final attainmen
9547,Supplier#000009547,ahhOA3wIWV9BTEmnI dh2j2z3dRhLANmJuEZNtv,2,12-426-927-6059,3690.55,"le pinto beans. even packages nag fluffily pinto beans. regular, ironic i"
9548,Supplier#000009548,64AnHprl6 ,14,24-231-544-4360,7131.36,"e furious, express accounts. expr"
9549,Supplier#000009549,h3RVchUf8MzY46IzbZ0ng09,3,13-892-235-6781,9810.82,arefully express dependencies inside the even instructions sl
9550,Supplier#000009550,rsOABl2HDhHUl4kpPsj0gbZPONYWOrfbs8,9,19-471-689-2492,9524.33,re ruthlessly against the fluffily bo
9551,Supplier#000009551,8fW3HZk0UVkr25gA,10,20-260-266-9203,1451.82," final dolphins affix. ironic, pending braids boost. slyly unusual instru"
9552,Supplier#000009552,"l2CqO,Zj1h1N,BKH, SE7bek2Js",11,21-867-401-8002,685.72,s. carefully ironic theodolites use carefully above the pending deposits. quickly fluffy id
9553,Supplier#000009553,gPmqyLlLtS,7,17-786-490-4101,5915.23,ideas after the stealthily even pinto beans are furiously final asymptotes. carefull
9554,Supplier#000009554,e8De3zk2cRdvxQihN7IArownHTJFTgujVthQbd,17,27-190-154-5202,8219.58,st carefully permanently ironic foxes.
9555,Supplier#000009555,cTdJD CtZ0E,16,26-702-194-6953,6483.82,ly platelets. blithely even requests are blithely. quickly unusual accou
9556,Supplier#000009556,NN Jmwgg0xC0qI9pik9O 5CJj7m qQ NEZjlJpgF,8,18-505-494-6786,5580.86,"iously special ideas haggle fluffy, final pinto beans. slyly reg"
9557,Supplier#000009557,"HGuiT0wySXim,4t26Mn9R3zt0 n",23,33-283-740-7203,9600.65,onic deposits; furiously express accounts alongs
9558,Supplier#000009558,"mcdgen,yT1iJDHDS5fV",22,32-762-137-5858,8231.61, foxes according to the furi
9559,Supplier#000009559,"8dQO1,H5piQRBDV,96PYVVCXW2dunI0yKXJJ77Bh",15,25-566-702-1125,-194.72,ironic accounts sleep. courts cajole slyly. accounts sleep final deposi
9560,Supplier#000009560,c39bMVAzQ kCPl,2,12-502-695-6531,3352.75,"kages sleep fluffily atop the carefully unusual accounts. final, final ideas sleep. furiously unu"
9561,Supplier#000009561,"f,hPXkNNv5bFThwlF",20,30-146-794-2416,5708.47,ld requests against the even packages haggle slyly final excuses. regular 
9562,Supplier#000009562,"073rt4aydFLO,48ecGgo1vkZ27,oQWrWyP1UKw0e",14,24-474-154-8020,9289.10,uickly across the quickly unusual accounts. furiously even foxes serve furi
9563,Supplier#000009563,fl dNSU309HEd1K,9,19-638-205-8748,7982.50, dinos according to the regular instructions would maintain slyly against the enticingly r
9564,Supplier#000009564,K ezA5Ud86lp6Tnc4ynd90RNu4,20,30-395-764-3694,3894.15,"deposits! blithely express warthogs detect slowly regular deposits. special dolphins are. even, pen"
9565,Supplier#000009565,"mP7SmIA,AAgm5usSVke",23,33-172-774-7000,8031.56,inal excuses. regular deposits cajole above the carefully ironi
9566,Supplier#000009566,gFy8fwG36c1Ri,9,19-198-116-3424,3516.51,"its. regular, ironic courts use blithely depo"
9567,Supplier#000009567,r4Wfx4c3xsEAjcGj71HHZByornl D9vrztXlv4,3,13-816-610-4613,7911.07, quickly pending accounts about the fluffy theodolites are permanently at the slow realms. regular d
9568,Supplier#000009568,YnMsjNT7FDi,23,33-436-335-8486,2359.12,across the ironic waters. slyly bold pinto beans are carefully express deposits. f
9569,Supplier#000009569,"6cZ2S,AnpIftS2xlb",16,26-497-997-4339,3646.28,kages cajole after the carefully ironic do
9570,Supplier#000009570,WquWCAaKMObu0,1,11-524-770-2559,82.60,ithely about the blithely
9571,Supplier#000009571,TeIMA2rqtweBI5cKTb9LPqtgXJ2Ft6H4,17,27-918-538-6528,138.62,ronic pinto beans. decoys are slyl
9572,Supplier#000009572,dRAhJ GXEdFjiZ,9,19-760-265-9900,6769.67,he pearls. even foxes haggle slyly? regular 
9573,Supplier#000009573,"cz,oBNKLoI,9hE1u",14,24-293-594-6031,2953.08,"ns. furiously ironic deposits use evenly special, regular"
9574,Supplier#000009574,"zjx57 niIV6 ENacO11W6aE,aW0ohfHum",0,10-210-767-2649,9324.34,"uriously after the final, pending deposits. ironic requests integrate unusual, ironic Tiresias"
9575,Supplier#000009575,"qAdrnjTmcGUqpcVQy CdX PIiFGea,TwFl",24,34-882-374-7778,6338.34,ackages nag slyly final packages. slyly bold pinto beans haggle dog
9576,Supplier#000009576,"uNdNymD,2MKa",12,22-213-509-3533,2536.76,he furiously express courts. accounts play carefully regular requests. finally final d
9577,Supplier#000009577,u83dA14yM5SC8D,2,12-492-697-9085,8328.31,s behind the instructions hagg
9578,Supplier#000009578,n4jFVMArQUVmowZ,14,24-175-111-3909,7984.37,e after the slyly special instruc
9579,Supplier#000009579,"qaw1e189AHujl,dH4FONtwNIrXhAFlq96 ",11,21-168-505-3652,2305.49,uriously ironic pinto beans against 
9580,Supplier#000009580,xdCOHsFbZAnBNDHjV,9,19-206-374-7815,4364.26,ress platelets. carefully pending fo
9581,Supplier#000009581,wwFM3EPThCi87xaXYbnYaiR,0,10-968-746-9540,122.88,lithely bold deposits mold furiously carefully even dep
9582,Supplier#000009582,"qqlRS8h9MtF5KTkRXNl,g46SPVJ5qL4uunj dA",9,19-583-131-4953,6140.45, alongside of the foxes haggle slyly according to the regular dep
9583,Supplier#000009583,mD7rK64MLVWTE sZ1wPtGVz76a,13,23-970-824-2232,9518.41,"gs cajole. bold, regular accounts nag blithely against the spe"
9584,Supplier#000009584,TCXXzBEakqzEITAtIRrg6UoX2,21,31-303-396-1173,1033.55,uffily unusual deposits cajole carefully. packages doze. accounts above the regular excuses are slyl
9585,Supplier#000009585,hoefu6j59L8HoexLEFQ8N7Rj54zOEu2,19,29-491-422-1223,-127.07,ts according to the carefully special epitaphs haggle boldly regular accounts. specia
9586,Supplier#000009586,HHhopA7IfRzMwhmr5LQgIkuBjmqdAssWY Ko,19,29-491-553-2254,7330.25,furiously. blithely final escapades nag after the slyly unusual packages. bold theodolites 
9587,Supplier#000009587,tWLWLuqaJuIPELHYIeSs6B4VG95IcvUSti15,7,17-306-558-6416,8556.20,ymptotes need to nag daringly acro
9588,Supplier#000009588,TQdnmIKYOFYBUrPt5 QaCli,19,29-438-189-2062,-807.05,"ect quickly express, regular instructions. bold, bold dinos s"
9589,Supplier#000009589,yw AjjynmKr9KZqx5ifhTUym,15,25-341-250-6793,7883.41," furiously express, ironic instructions: carefully even courts are fluff"
9590,Supplier#000009590,yV1diMoLMrzxRpCTW,15,25-127-666-3481,-547.53,ons sleep regular warhorses. fina
9591,Supplier#000009591,4ksWQNho8d7UzvjZ1Ea5N40tI8Y ZqDLHqC,23,33-464-958-6370,2558.48,d courts. regular pinto beans need to x-ray slyly about the fl
9592,Supplier#000009592,nDJmoHuCKTDyED,18,28-477-309-2947,-607.20,"ly final asymptotes doubt slyly ironic, final packages. even i"
9593,Supplier#000009593,214GzPRCG1yeCKBVe,17,27-374-794-4187,646.63,lyly pending ideas cajole. blithely 
9594,Supplier#000009594,t5POxK43OIjIfHTB90,21,31-703-320-6583,8803.64,"y carefully express platelets. bold, "
9595,Supplier#000009595,iaM0r6M1JBwC,4,14-968-467-7333,-132.86,d the quickly ironic deposits wake furiously quickly regular dolphins. carefully regular inst
9596,Supplier#000009596,tj7GQwf5bdW,2,12-121-359-3545,8993.38,r the even sauternes. dolphins sleep carefully blithely special dolphins. stealthily 
9597,Supplier#000009597,"NzBmqXeWCAaQcPnn,nldM5XeD7md6G5qBqGQ",0,10-525-491-6656,9823.56,refully ironic dependencies. blithely ironic pinto beans can nag slyly above the permanent dolphi
9598,Supplier#000009598,PnTAz7rNRLVDFO3zoo2QRTlh4o,21,31-420-284-5692,3576.60,odolites are fluffily silent requests. even requests are quickly across the requests? slyly pen
9599,Supplier#000009599,"Bxx52Q,TBT9D12IhEhUJicG83Oay6",22,32-554-210-6590,5846.67,uriously ironic dependencies-- pending deposits kindle evenly? ca
9600,Supplier#000009600,bNbzMM5yGeouk5a12O3Wb7keyDsB3tp1 A,2,12-989-200-4223,10.08,f the quickly pending grouches use within the spec
9601,Supplier#000009601,"51m637bO,Rw5DnHWFUvLacRx9",3,13-173-966-5906,2399.75, instructions. carefully even accounts u
9602,Supplier#000009602,JljsuUqEqqluhObJMMM5iHO6jTeLLwKgfa,16,26-137-116-6920,4619.15, blithely final accounts wake furiously above the blithely express deposits. c
9603,Supplier#000009603,"mieAE7uLaJHrNZa3j3JJ5iXz,RqIGS",4,14-442-570-8298,5008.34,ording to the unusual accounts sleep 
9604,Supplier#000009604,"oujCr,AcGJzs8ThIc,MGYjwbkZqkipn0",9,19-711-135-4502,1232.40,g warhorses. bold requests boost blithely carefully regular pinto beans? permanently final accou
9605,Supplier#000009605,GkKVjuaqxBJkLtfaldYevgISGjg1eN0es,22,32-570-408-9915,8932.60,"ideas wake fluffily. even, special instructions snooze ironically express excuses. slyly special wa"
9606,Supplier#000009606,vgEUU5IA1h,12,22-596-455-9041,315.56,"uctions. pending, silent theodolites sleep furiously "
9607,Supplier#000009607,Y9jmgrgp0gHXzDn0PkTsYzy,16,26-250-610-6432,-372.50,n carefully along the pains. slyly pending
9608,Supplier#000009608,xYoUMT40amiTZpsYQ,11,21-776-627-8404,7328.38,"ts after the pending, slow packages cajole sometimes sheav"
9609,Supplier#000009609,LV2rJUGfr0k3dPNRqufG1IoYHzV,21,31-665-869-6806,-874.84,"ven theodolites. ironic, even packages are pending, ironic foxes. special requests "
9610,Supplier#000009610,LF3yXRodMjSJONvtGlKnNR2BgVvXSRDAuLt8AE,4,14-798-991-9397,1516.57,leep quickly alongside of
9611,Supplier#000009611,"QkgF16C9A,OnUZPvWncMeD",11,21-494-489-3646,-92.76," final accounts. slyly final ideas above the silent, final dependenc"
9612,Supplier#000009612,oZpGwogaNBBnfzZUQVoobSq4T9m,2,12-647-830-5763,883.41," the even, even dolphins. carefully final asymptot"
9613,Supplier#000009613,"f8IKA,xaPip7vU0NPbqTBzfn",24,34-265-538-6774,6358.51,kly special deposits haggle. slyly special deposits haggle blithely against the depos
9614,Supplier#000009614,",rSrq2IiWb5VGH,sRw",17,27-780-247-8960,447.34, quickly asymptotes. furiously ironic deposits according to the quic
9615,Supplier#000009615,cfZ4WWa4Pm,11,21-198-874-8274,3350.90,ermanent deposits. carefully b
9616,Supplier#000009616,1SnRLf5JOmleta,11,21-570-969-3630,7551.79,nal packages are slyly. ideas thrash. carefully pending ac
9617,Supplier#000009617,HyhsQSSE2k2K825gYP3PYoZ7pr,9,19-741-860-7232,2932.96, requests about the regular pains ca
9618,Supplier#000009618,"5WQK0isGUjwwe,f0hSV tvg7uSKLW3,",9,19-592-948-7307,1262.11,urts integrate furiously furiously silent accounts. even sheaves engage blithely carefu
