L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2400833,127108,2133,4,41.00,46539.10,0.06,0.03,N,O,1998-04-06,1998-04-29,1998-04-15,COLLECT COD,SHIP,ts. regular orbits integrate regu
2400833,95956,3484,5,6.00,11711.70,0.07,0.04,N,O,1998-03-31,1998-05-28,1998-04-26,TAKE BACK RETURN,TRUCK,ronic reques
2400833,124220,1757,6,18.00,22395.96,0.06,0.00,N,O,1998-06-19,1998-06-08,1998-07-09,DELIVER IN PERSON,REG AIR,ously regular
2400834,106137,1158,1,2.00,2286.26,0.02,0.07,R,F,1994-12-28,1995-02-20,1995-01-12,DELIVER IN PERSON,AIR,y regular accoun
2400835,4941,7442,1,49.00,90451.06,0.08,0.04,N,O,1998-10-15,1998-09-02,1998-11-14,DELIVER IN PERSON,AIR,lyly final
2400836,143551,1094,1,9.00,14350.95,0.10,0.08,N,O,1996-05-28,1996-05-10,1996-06-20,DELIVER IN PERSON,AIR,al packages.
2400837,96379,1398,1,21.00,28882.77,0.01,0.06,N,O,1996-10-29,1996-11-08,1996-11-16,COLLECT COD,AIR,. ironic foxes among the furiously ironic 
2400837,34276,1786,2,2.00,2420.54,0.09,0.08,N,O,1996-11-05,1996-11-02,1996-11-10,NONE,SHIP,hely express accounts haggle e
2400837,66615,6616,3,43.00,68009.23,0.02,0.05,N,O,1996-10-16,1996-11-03,1996-10-31,DELIVER IN PERSON,FOB,nly bold excuses a
2400837,197855,5413,4,31.00,60538.35,0.05,0.02,N,O,1996-10-15,1996-11-09,1996-11-12,DELIVER IN PERSON,REG AIR,kly ironic deposits. car
2400837,142806,2807,5,36.00,66556.80,0.07,0.02,N,O,1996-11-12,1996-10-15,1996-11-14,TAKE BACK RETURN,REG AIR,ven accounts above the
2400837,131659,9199,6,13.00,21978.45,0.08,0.02,N,O,1996-10-14,1996-11-24,1996-10-22,NONE,SHIP,"usual packages? quiet, unusual accou"
2400838,113910,6422,1,49.00,94271.59,0.05,0.05,R,F,1992-09-28,1992-09-17,1992-10-25,TAKE BACK RETURN,MAIL,uffily quickly
2400838,84295,6804,2,11.00,14072.19,0.03,0.02,A,F,1992-08-12,1992-08-09,1992-09-06,COLLECT COD,MAIL, haggle slyly i
2400838,136383,8897,3,3.00,4258.14,0.07,0.00,A,F,1992-07-19,1992-09-14,1992-07-24,TAKE BACK RETURN,SHIP,quests detect blithely slyly regular req
2400839,71710,9232,1,15.00,25225.65,0.10,0.00,A,F,1994-02-16,1993-12-15,1994-03-03,DELIVER IN PERSON,RAIL, accounts sleep slyly. final deposits in
2400864,162983,8016,1,9.00,18413.82,0.05,0.03,A,F,1992-11-10,1992-12-26,1992-12-08,TAKE BACK RETURN,TRUCK, final theodolites de
2400864,51950,9466,2,50.00,95097.50,0.09,0.04,R,F,1993-02-02,1993-01-10,1993-02-13,DELIVER IN PERSON,AIR," platelets. bold, regular deposits eat"
2400864,120155,7692,3,5.00,5875.75,0.00,0.00,A,F,1992-11-24,1992-12-02,1992-12-03,COLLECT COD,SHIP,ully unusual foxes at the pinto bean
2400864,32665,175,4,27.00,43136.82,0.01,0.05,A,F,1992-12-03,1992-12-11,1992-12-12,DELIVER IN PERSON,REG AIR,sits mold about the s
2400864,192431,7470,5,28.00,42656.04,0.04,0.05,R,F,1992-11-01,1992-12-16,1992-11-18,DELIVER IN PERSON,SHIP,he regular dependencies haggle slyly fl
2400864,171676,1677,6,35.00,61168.45,0.03,0.06,A,F,1992-11-05,1992-12-15,1992-11-22,TAKE BACK RETURN,TRUCK,ly to the unusual e
2400865,179729,7281,1,25.00,45218.00,0.03,0.08,N,O,1998-08-21,1998-09-08,1998-09-14,COLLECT COD,FOB,nto beans sleep above the quietly pen
2400865,97775,7776,2,23.00,40773.71,0.02,0.01,N,O,1998-08-18,1998-09-03,1998-09-04,TAKE BACK RETURN,MAIL,ts wake furiously ironic reques
2400865,89266,9267,3,12.00,15063.12,0.07,0.05,N,O,1998-07-07,1998-09-01,1998-07-21,COLLECT COD,RAIL,ending instructions affix fluffily alon
2400865,84197,9214,4,18.00,21261.42,0.00,0.07,N,O,1998-07-12,1998-07-15,1998-07-19,COLLECT COD,RAIL,oost quickly a
2400865,91079,6098,5,25.00,26751.75,0.01,0.00,N,O,1998-06-29,1998-07-24,1998-07-07,DELIVER IN PERSON,SHIP, against the unusual request
2400865,162330,2331,6,21.00,29238.93,0.04,0.06,N,O,1998-10-09,1998-09-10,1998-10-31,DELIVER IN PERSON,AIR, nag slyly. slyly bold accounts integrat
2400866,199048,4087,1,3.00,3441.12,0.00,0.01,R,F,1992-08-16,1992-09-30,1992-09-05,NONE,RAIL,uickly regular excuse
2400866,189865,4902,2,3.00,5864.58,0.10,0.06,A,F,1992-08-09,1992-09-05,1992-09-06,TAKE BACK RETURN,RAIL,sits cajole quickly furiously si
2400866,45388,7893,3,4.00,5333.52,0.10,0.07,A,F,1992-08-25,1992-09-17,1992-09-05,COLLECT COD,SHIP,y pending foxes. furiously regular pearl
2400866,34088,9095,4,29.00,29640.32,0.10,0.07,A,F,1992-08-16,1992-08-24,1992-08-25,TAKE BACK RETURN,AIR,y fluffily special deposits. fluffily f
2400866,110959,960,5,10.00,19699.50,0.10,0.02,A,F,1992-08-16,1992-08-28,1992-08-21,DELIVER IN PERSON,SHIP,xpress req
2400867,37536,5046,1,3.00,4420.59,0.05,0.02,A,F,1993-04-04,1993-05-27,1993-04-22,TAKE BACK RETURN,AIR,ding accounts? dolphins alongsid
2400867,65876,3395,2,22.00,40521.14,0.09,0.07,A,F,1993-04-06,1993-04-27,1993-04-14,NONE,FOB,ending accounts above 
2400868,15861,3365,1,1.00,1776.86,0.07,0.06,A,F,1993-04-30,1993-02-18,1993-05-25,NONE,SHIP,eas. furiously final ideas a
2400868,161578,1579,2,29.00,47547.53,0.07,0.05,R,F,1993-02-20,1993-04-09,1993-03-14,NONE,FOB,s about the furiously express patter
2400868,30241,7751,3,37.00,43335.88,0.10,0.03,A,F,1993-03-06,1993-04-05,1993-03-17,TAKE BACK RETURN,MAIL,oxes. quickly slow pinto
2400869,20072,5077,1,35.00,34722.45,0.09,0.00,R,F,1994-06-27,1994-08-08,1994-07-21,TAKE BACK RETURN,TRUCK,ites. blithely
2400869,149951,2466,2,18.00,36017.10,0.06,0.08,A,F,1994-06-06,1994-07-20,1994-07-02,NONE,SHIP,ake during the quickl
2400869,24709,9714,3,25.00,40842.50,0.07,0.03,A,F,1994-06-25,1994-07-28,1994-06-28,TAKE BACK RETURN,TRUCK,ymptotes affix sly
2400869,83664,1189,4,8.00,13181.28,0.00,0.07,A,F,1994-08-03,1994-07-22,1994-08-20,DELIVER IN PERSON,RAIL, ironic excuses wake
2400870,142854,2855,1,42.00,79667.70,0.01,0.08,A,F,1993-12-21,1993-10-16,1994-01-05,COLLECT COD,MAIL,odolites wake 
2400870,142868,411,2,1.00,1910.86,0.01,0.07,R,F,1993-11-01,1993-09-30,1993-11-27,TAKE BACK RETURN,REG AIR,"press, ironic instructions cajole ir"
2400870,181663,1664,3,7.00,12212.62,0.03,0.02,A,F,1993-10-10,1993-10-23,1993-10-14,NONE,REG AIR,arefully at 
2400870,10040,7544,4,31.00,29451.24,0.08,0.01,A,F,1993-09-29,1993-10-23,1993-10-22,TAKE BACK RETURN,AIR,"hely ironic deposits. ironic, regular "
2400871,62705,7718,1,32.00,53366.40,0.06,0.01,R,F,1993-10-10,1993-09-23,1993-10-26,NONE,AIR,heodolites according 
2400871,69217,4230,2,26.00,30841.46,0.01,0.00,R,F,1993-10-08,1993-09-01,1993-11-03,DELIVER IN PERSON,REG AIR,ourts. fluffily express p
2400871,117912,7913,3,4.00,7719.64,0.08,0.01,A,F,1993-08-01,1993-09-27,1993-08-29,COLLECT COD,SHIP, are slyly regular epitaphs
2400871,138128,3155,4,17.00,19824.04,0.07,0.04,A,F,1993-10-12,1993-09-19,1993-10-20,NONE,AIR,tes wake blithely about the
2400871,113892,6404,5,10.00,19058.90,0.03,0.04,R,F,1993-11-15,1993-10-06,1993-12-15,COLLECT COD,RAIL,ages. slyly pending inst
2400871,175880,3432,6,33.00,64544.04,0.09,0.02,R,F,1993-11-21,1993-10-15,1993-12-01,COLLECT COD,RAIL,nto beans. care
2400871,458,459,7,17.00,23093.65,0.08,0.04,R,F,1993-08-23,1993-10-19,1993-08-24,COLLECT COD,SHIP,ily theodolites.
2400896,82712,5221,1,2.00,3389.42,0.10,0.08,A,F,1992-10-07,1992-11-19,1992-10-15,TAKE BACK RETURN,RAIL, quickly un
2400896,133120,660,2,33.00,38052.96,0.10,0.03,R,F,1992-12-06,1992-11-12,1993-01-04,TAKE BACK RETURN,AIR, orbits. caref
2400896,133143,5657,3,1.00,1176.14,0.02,0.08,A,F,1992-12-18,1992-10-31,1993-01-06,TAKE BACK RETURN,MAIL,fily even accounts are carefully. p
2400897,147672,187,1,13.00,22355.71,0.09,0.02,N,O,1998-07-20,1998-05-18,1998-07-28,COLLECT COD,AIR,ccounts cajole
2400897,112730,5242,2,36.00,62738.28,0.08,0.00,N,O,1998-06-05,1998-06-14,1998-06-24,NONE,RAIL,uriously blithely unus
2400897,47021,4534,3,11.00,10648.22,0.09,0.01,N,O,1998-03-28,1998-05-19,1998-04-06,DELIVER IN PERSON,FOB,tes. ironic platelet
2400898,114657,4658,1,49.00,81910.85,0.09,0.04,N,O,1997-10-01,1997-10-09,1997-10-26,COLLECT COD,SHIP,ng accounts. fluffily pending
2400898,28467,5974,2,9.00,12559.14,0.10,0.05,N,O,1997-10-16,1997-09-23,1997-10-31,DELIVER IN PERSON,TRUCK,asymptotes. speci
2400898,34443,9450,3,7.00,9642.08,0.08,0.00,N,O,1997-08-08,1997-10-09,1997-08-12,NONE,MAIL,t dependencies are furiously 
2400898,81385,1386,4,10.00,13663.80,0.08,0.02,N,O,1997-08-07,1997-09-27,1997-08-17,NONE,AIR,oss the ideas. realms
2400898,26436,1441,5,46.00,62671.78,0.02,0.07,N,O,1997-08-02,1997-09-05,1997-08-14,NONE,SHIP,leep slyly. furiously regu
2400899,187162,2199,1,3.00,3747.48,0.10,0.06,N,O,1996-04-11,1996-04-04,1996-05-02,TAKE BACK RETURN,MAIL, quick foxe
2400899,23192,5695,2,2.00,2230.38,0.05,0.01,N,O,1996-05-14,1996-04-05,1996-05-21,TAKE BACK RETURN,AIR,nding deposits sleep fluffily ab
2400899,174606,9641,3,21.00,35292.60,0.02,0.01,N,O,1996-06-19,1996-05-23,1996-06-24,TAKE BACK RETURN,TRUCK,eodolites across the bravely special req
2400899,189534,2053,4,36.00,58447.08,0.06,0.06,N,O,1996-07-01,1996-04-22,1996-07-03,DELIVER IN PERSON,FOB,ly unusual deposit
2400900,39057,1561,1,12.00,11952.60,0.00,0.02,R,F,1993-07-31,1993-10-21,1993-08-22,NONE,AIR,arefully final deposits. blithe
2400901,89969,9970,1,28.00,54850.88,0.06,0.03,A,F,1994-02-06,1994-03-09,1994-02-13,COLLECT COD,RAIL,"ully across the unusual, final packages. sl"
2400901,107391,4922,2,13.00,18179.07,0.03,0.05,R,F,1994-05-19,1994-04-04,1994-05-26,NONE,AIR,are furiously blithely reg
2400901,117636,2659,3,7.00,11575.41,0.05,0.01,R,F,1994-03-20,1994-03-06,1994-03-29,TAKE BACK RETURN,SHIP,ss accounts. daringly idle dependencies
2400901,99701,7229,4,21.00,35714.70,0.07,0.05,R,F,1994-02-10,1994-02-22,1994-03-10,NONE,REG AIR,uriously special excus
2400901,60222,7741,5,19.00,22462.18,0.08,0.04,R,F,1994-04-04,1994-03-22,1994-04-10,TAKE BACK RETURN,MAIL,ely regular pinto beans. special package
2400902,135524,5525,1,37.00,57702.24,0.09,0.07,N,O,1998-07-26,1998-08-31,1998-08-13,NONE,TRUCK,ual accounts along the daringly special id
2400903,12454,4956,1,7.00,9565.15,0.10,0.08,A,F,1993-09-16,1993-09-07,1993-10-03,DELIVER IN PERSON,TRUCK,nal deposits n
2400903,106332,1353,2,43.00,57548.19,0.09,0.05,R,F,1993-06-30,1993-08-04,1993-07-15,NONE,TRUCK,ing to the deposits. furiously ironic a
2400928,64537,4538,1,48.00,72073.44,0.04,0.03,R,F,1994-06-16,1994-06-26,1994-06-26,COLLECT COD,RAIL,atelets cajole bold platelets. pinto beans
2400928,66820,1833,2,8.00,14294.56,0.09,0.00,R,F,1994-06-20,1994-08-06,1994-07-16,NONE,FOB,ual pinto beans use. 
2400928,41414,1415,3,10.00,13554.10,0.04,0.06,A,F,1994-06-18,1994-07-06,1994-06-19,TAKE BACK RETURN,SHIP,", special instruct"
2400928,32977,5481,4,9.00,17189.73,0.00,0.01,A,F,1994-05-20,1994-08-10,1994-06-14,DELIVER IN PERSON,REG AIR,e evenly final packages. blithely 
2400928,42035,7044,5,49.00,47874.47,0.05,0.05,A,F,1994-08-29,1994-07-23,1994-08-31,NONE,FOB,regular foxes boost furiously above the sl
2400928,74298,4299,6,16.00,20356.64,0.08,0.03,R,F,1994-08-06,1994-08-10,1994-08-07,COLLECT COD,AIR, packages haggle carefully. bold instruc
2400928,114875,7387,7,23.00,43467.01,0.04,0.02,A,F,1994-09-05,1994-06-20,1994-09-23,DELIVER IN PERSON,FOB,es are furiously care
2400929,100108,5129,1,43.00,47648.30,0.01,0.06,N,O,1996-03-22,1996-02-16,1996-04-12,COLLECT COD,REG AIR,arefully against the slyly clo
2400930,115642,665,1,27.00,44756.28,0.10,0.03,N,O,1996-01-15,1996-02-02,1996-01-31,COLLECT COD,SHIP, are furiously. silently unusual accounts w
2400930,188410,8411,2,4.00,5993.64,0.02,0.03,N,O,1996-02-21,1996-02-08,1996-03-05,COLLECT COD,AIR,regular foxes boost above the slyly s
2400930,197595,2634,3,14.00,23696.26,0.09,0.08,N,O,1996-02-03,1996-02-13,1996-02-19,NONE,AIR,ithely after the quickly i
2400930,174545,2097,4,19.00,30771.26,0.10,0.08,N,O,1996-01-13,1996-02-16,1996-02-06,TAKE BACK RETURN,FOB,ding requests use against the slyly ex
2400930,162435,9984,5,4.00,5989.72,0.02,0.03,N,O,1995-12-22,1996-02-26,1995-12-25,COLLECT COD,RAIL,e of the carefully unu
2400930,43167,680,6,13.00,14432.08,0.05,0.01,N,O,1996-02-14,1996-01-28,1996-03-14,NONE,SHIP, serve slyly across the quickly 
2400930,102188,4699,7,10.00,11901.80,0.04,0.05,N,O,1996-01-07,1996-01-22,1996-01-12,COLLECT COD,REG AIR,y regular foxes ca
2400931,62142,9661,1,27.00,29811.78,0.07,0.00,A,F,1993-05-16,1993-03-20,1993-05-25,NONE,RAIL, requests. slyly ironic ideas nod furiousl
2400931,10995,996,2,8.00,15247.92,0.08,0.07,R,F,1993-04-29,1993-05-03,1993-05-03,COLLECT COD,FOB, boost regular pinto beans. carefully final
2400931,180176,2695,3,4.00,5024.68,0.07,0.01,R,F,1993-02-28,1993-04-05,1993-03-10,COLLECT COD,TRUCK, cajole ruthless
2400931,17018,9520,4,12.00,11220.12,0.02,0.08,A,F,1993-03-24,1993-04-05,1993-04-04,NONE,SHIP,al ideas. even packages boost fl
2400931,18912,1414,5,39.00,71405.49,0.06,0.01,A,F,1993-04-24,1993-04-26,1993-04-29,NONE,REG AIR,osits. slyly dogged deposits kindle f
2400932,134705,2245,1,33.00,57410.10,0.10,0.01,R,F,1994-12-24,1995-01-08,1995-01-16,DELIVER IN PERSON,FOB,final packages sleep care
2400932,170731,8283,2,29.00,52250.17,0.08,0.08,R,F,1995-03-24,1995-02-27,1995-03-28,COLLECT COD,MAIL,ideas nag across the p
2400932,71615,6630,3,37.00,58704.57,0.04,0.04,A,F,1994-12-08,1995-03-05,1994-12-09,NONE,AIR,tes cajole. busi
2400932,25968,3475,4,49.00,92804.04,0.09,0.02,R,F,1995-03-06,1995-01-21,1995-03-21,DELIVER IN PERSON,AIR,gular packages. 
2400932,29949,4954,5,26.00,48852.44,0.10,0.04,R,F,1995-02-11,1995-01-08,1995-02-14,DELIVER IN PERSON,FOB,e furiously ironic pinto beans are slyl
2400932,137529,7530,6,28.00,43862.56,0.09,0.00,A,F,1995-03-11,1995-01-12,1995-03-29,TAKE BACK RETURN,TRUCK, cajole. quickly special sheaves sleep fluf
2400933,110095,96,1,10.00,11050.90,0.10,0.04,N,O,1998-06-23,1998-05-06,1998-07-17,NONE,MAIL,about the doggedly ir
2400933,152547,93,2,7.00,11196.78,0.06,0.00,N,O,1998-04-27,1998-05-25,1998-05-06,DELIVER IN PERSON,TRUCK,cuses according to the pending court
2400933,55474,7980,3,46.00,65755.62,0.09,0.05,N,O,1998-06-12,1998-05-16,1998-06-17,DELIVER IN PERSON,SHIP,kly according to the 
2400933,138054,5594,4,26.00,28393.30,0.07,0.00,N,O,1998-06-02,1998-05-17,1998-06-27,DELIVER IN PERSON,RAIL,even depths are 
2400934,192123,4643,1,43.00,52250.16,0.03,0.01,N,O,1997-09-18,1997-08-06,1997-10-18,DELIVER IN PERSON,AIR,"lent, special accounts cajole eve"
2400934,198170,3209,2,38.00,48190.46,0.05,0.04,N,O,1997-06-25,1997-07-20,1997-07-17,DELIVER IN PERSON,REG AIR, deposits affix accounts. 
2400934,38714,3721,3,11.00,18179.81,0.05,0.06,N,O,1997-06-11,1997-08-07,1997-06-30,COLLECT COD,FOB,en accounts
2400934,64451,4452,4,30.00,42463.50,0.09,0.07,N,O,1997-06-29,1997-07-02,1997-07-03,DELIVER IN PERSON,AIR,ckages cajole across the final dependenc
2400934,16089,6090,5,15.00,15076.20,0.09,0.05,N,O,1997-09-02,1997-07-22,1997-09-13,NONE,AIR,hely above the furiou
2400934,191930,4450,6,22.00,44482.46,0.10,0.05,N,O,1997-08-26,1997-07-22,1997-09-23,COLLECT COD,MAIL,quickly. quickly unusual a
2400934,154671,9702,7,43.00,74203.81,0.00,0.08,N,O,1997-07-10,1997-07-06,1997-07-24,TAKE BACK RETURN,TRUCK,ests. carefull
2400935,143791,6306,1,15.00,27521.85,0.01,0.04,N,O,1996-06-22,1996-08-05,1996-07-12,NONE,RAIL,ic accounts cajole. slyl
2400935,88442,5967,2,3.00,4291.32,0.04,0.07,N,O,1996-10-03,1996-07-31,1996-10-12,NONE,FOB,nding accounts; slowly ironic
2400935,32885,395,3,27.00,49082.76,0.03,0.08,N,O,1996-09-14,1996-08-28,1996-10-12,COLLECT COD,TRUCK,e silently. slyly ironic foxes cajole sly
2400935,93641,1169,4,35.00,57212.40,0.05,0.01,N,O,1996-09-08,1996-08-09,1996-09-17,NONE,SHIP,ly regular depos
2400935,17371,7372,5,25.00,32209.25,0.05,0.07,N,O,1996-08-07,1996-07-31,1996-08-14,TAKE BACK RETURN,TRUCK, ironic depende
2400935,139995,2509,6,41.00,83434.59,0.00,0.07,N,O,1996-06-16,1996-08-13,1996-06-27,DELIVER IN PERSON,AIR,e blithely
2400960,128962,3987,1,33.00,65701.68,0.07,0.08,N,O,1997-10-22,1997-12-03,1997-11-02,NONE,AIR," slyly. regular, regular dependencies mai"
2400960,60452,2959,2,42.00,59322.90,0.06,0.03,N,O,1997-10-30,1998-01-03,1997-11-19,TAKE BACK RETURN,FOB,across the quickl
2400960,7692,7693,3,41.00,65587.29,0.01,0.05,N,O,1997-10-24,1997-11-20,1997-11-10,COLLECT COD,TRUCK,ess requests are. ev
2400960,70203,5218,4,17.00,19944.40,0.10,0.01,N,O,1997-10-27,1998-01-17,1997-11-04,NONE,FOB,. furiously bold depend
2400960,93815,1343,5,12.00,21705.72,0.03,0.08,N,O,1998-02-19,1998-01-04,1998-03-21,NONE,AIR,uests. furiously bo
